390.0,4.15003360E-04,3.68349248E-04,9.54728799E-03
395.0,1.05192281E-03,9.58658287E-04,2.38249757E-02
400.0,2.40836274E-03,2.26990665E-03,5.66497751E-02
405.0,4.83338951E-03,4.70010083E-03,1.22450936E-01
410.0,8.72126562E-03,8.79368990E-03,2.33008318E-01
415.0,1.33836930E-02,1.45277327E-02,3.81363350E-01
420.0,1.84480328E-02,2.16648593E-02,5.43618105E-01
425.0,2.29317499E-02,2.95714420E-02,6.74474074E-01
430.0,2.81877052E-02,3.94566147E-02,8.02554955E-01
435.0,3.41053893E-02,5.18198823E-02,9.03572547E-01
440.0,4.02562524E-02,6.47782187E-02,9.91020299E-01
445.0,4.49379920E-02,7.58812175E-02,9.91515250E-01
450.0,4.98639402E-02,8.70523965E-02,9.55393000E-01
455.0,5.53418498E-02,9.81933595E-02,8.60240453E-01
460.0,6.47164360E-02,1.16272079E-01,7.86703893E-01
465.0,8.06893625E-02,1.44540604E-01,7.38267621E-01
470.0,9.94755270E-02,1.75892769E-01,6.46359219E-01
475.0,1.18802152E-01,2.05398073E-01,5.16410649E-01
480.0,1.40145131E-01,2.35754060E-01,3.90333407E-01
485.0,1.63951537E-01,2.68063038E-01,2.90322411E-01
490.0,1.91556224E-01,3.03629653E-01,2.11866834E-01
495.0,2.32925516E-01,3.57060581E-01,1.60525792E-01
500.0,2.88959412E-01,4.27764487E-01,1.22838921E-01
505.0,3.59716421E-01,5.15586863E-01,8.88965361E-02
510.0,4.43682863E-01,6.15520174E-01,6.08209513E-02
515.0,5.36493787E-01,7.19154047E-01,4.28122756E-02
520.0,6.28561087E-01,8.16609632E-01,2.92032829E-02
525.0,7.04720332E-01,8.85549719E-01,1.93911943E-02
530.0,7.70629906E-01,9.35687022E-01,1.26012838E-02
535.0,8.25710771E-01,9.68858338E-01,8.09453368E-03
540.0,8.81010908E-01,9.95216550E-01,5.08900051E-03
545.0,9.19066658E-01,9.97192616E-01,3.16893322E-03
550.0,9.40197682E-01,9.77193335E-01,1.95895533E-03
555.0,9.65733133E-01,9.56583237E-01,1.20277126E-03
560.0,9.81444621E-01,9.17749837E-01,7.40173919E-04
565.0,9.94485919E-01,8.73204873E-01,4.55979308E-04
570.0,9.99993160E-01,8.13509255E-01,2.81799951E-04
575.0,9.92309909E-01,7.40291037E-01,1.75038547E-04
580.0,9.69429172E-01,6.53273547E-01,1.09453897E-04
585.0,9.55601819E-01,5.72596792E-01,6.89990581E-05
590.0,9.27672559E-01,4.92598798E-01,4.39023849E-05
595.0,8.85969334E-01,4.11245617E-01,2.82228417E-05
600.0,8.33982132E-01,3.34428550E-01,1.83458912E-05
605.0,7.75103324E-01,2.64872009E-01,1.20667447E-05
610.0,7.05713103E-01,2.05273346E-01,8.03487566E-06
615.0,6.30773388E-01,1.56242654E-01,5.41843079E-06
620.0,5.54224372E-01,1.16641491E-01,
625.0,4.79940995E-01,8.55871752E-02,
630.0,4.00710831E-01,6.21120321E-02,
635.0,3.27863707E-01,4.44878727E-02,
640.0,2.65784185E-01,3.14282295E-02,
645.0,2.13283643E-01,2.18037465E-02,
650.0,1.65140826E-01,1.54479552E-02,
655.0,1.24749078E-01,1.07119605E-02,
660.0,9.30084863E-02,7.30255150E-03,
665.0,6.85099590E-02,4.97179190E-03,
670.0,4.98660938E-02,3.43667061E-03,
675.0,3.58232509E-02,2.37617227E-03,
680.0,2.53790394E-02,1.63733769E-03,
685.0,1.77201275E-02,1.12127805E-03,
690.0,1.21701123E-02,7.61050801E-04,
695.0,8.47170037E-03,5.25456816E-04,
700.0,5.89748808E-03,3.65317316E-04,
705.0,4.09129197E-03,2.53417295E-04,
710.0,2.80446659E-03,1.74401753E-04,
715.0,1.92057783E-03,1.20607982E-04,
720.0,1.32686544E-03,8.41716373E-05,
725.0,9.17776773E-04,5.89349310E-05,
730.0,6.39372955E-04,4.16048509E-05,
735.0,4.46035067E-04,2.94354152E-05,
740.0,3.10869146E-04,2.08859570E-05,
745.0,2.19329240E-04,1.50457558E-05,
750.0,1.54549195E-04,1.08200177E-05,
755.0,1.09507604E-04,7.82271489E-06,
760.0,7.79912028E-05,5.69092610E-06,
765.0,5.56263839E-05,4.13998115E-06,
770.0,3.99294560E-05,3.02682745E-06,
775.0,2.86162863E-05,2.21100363E-06,
780.0,2.07321327E-05,1.63432668E-06,
785.0,1.50432118E-05,1.21053851E-06,
790.0,1.09446148E-05,8.99169870E-07,
795.0,7.97750298E-06,6.69594072E-07,
800.0,5.85057291E-06,5.03187359E-07,
805.0,4.31101652E-06,3.80046377E-07,
810.0,3.17008616E-06,2.86328659E-07,
815.0,2.34468299E-06,2.16878259E-07,
820.0,1.74666331E-06,1.65157769E-07,
825.0,1.30240694E-06,1.25508416E-07,
830.0,9.74306403E-07,9.53411481E-08,
